datetime,close,volume,open,high,low,missing
2014-06-11,3.05,6508.0,3.21,3.21,3.05,0.0
2014-06-12,3.005,1347.0,3.05,3.05,3.0,0.0
2014-06-13,3.0,2614.0,2.93,3.04,2.93,0.0
2014-06-16,3.08,4651.0,3.09,3.09,3.0,0.0
2014-06-17,3.08,0.0,3.08,3.08,3.08,0.0
2014-06-18,2.9,831.0,2.9,2.91,2.9,0.0
2014-06-19,2.9,334.0,2.9,2.9,2.9,0.0
2014-06-20,2.89,1593.0,2.9,2.9,2.88,0.0
2014-06-23,2.9,691.0,2.9,2.9,2.9,0.0
2014-06-24,2.8506,346.0,2.9,2.9,2.8506,0.0
2014-06-25,2.84,2156.0,2.8301,2.8401,2.8301,0.0
2014-06-26,2.7,1001.0,2.87,2.87,2.7,0.0
2014-06-27,2.75,1870.0,2.78,2.7851,2.75,0.0
2014-06-30,2.8,5289.0,2.72,2.8,2.67,0.0
2014-07-01,2.71,200.0,2.78,2.78,2.71,0.0
2014-07-02,2.74,1175.0,2.81,2.81,2.74,0.0
2014-07-03,2.77,1913.0,2.76,2.8,2.76,0.0
2014-07-04,2.77,1913.0,2.76,2.8,2.76,1.0
2014-07-07,2.75,9370.0,2.78,2.7819,2.6,0.0
2014-07-08,2.84,3066.0,2.75,2.84,2.75,0.0
2014-07-09,2.75,700.0,2.85,2.85,2.75,0.0
2014-07-10,2.755,1350.0,2.62,2.81,2.62,0.0
2014-07-11,2.755,0.0,2.755,2.755,2.755,0.0
2014-07-14,2.65,2800.0,2.83,2.8399,2.65,0.0
2014-07-15,2.82,500.0,2.66,2.83,2.66,0.0
2014-07-16,2.81,7497.0,2.7,2.85,2.69,0.0
2014-07-17,2.81,0.0,2.81,2.81,2.81,0.0
2014-07-18,2.81,100.0,2.81,2.81,2.81,0.0
2014-07-21,2.6827,3583.0,2.68,2.8095,2.6301,0.0
2014-07-22,2.68,215.0,2.68,2.68,2.68,0.0
2014-07-23,2.8,5272.0,2.7,2.81,2.674,0.0
2014-07-24,2.81,122.0,2.81,2.81,2.81,0.0
2014-07-25,2.74,3473.0,2.8,2.81,2.74,0.0
2014-07-28,2.8,366.0,2.8,2.8,2.8,0.0
2014-07-29,2.8,0.0,2.8,2.8,2.8,0.0
2014-07-30,2.78,4100.0,2.641,2.78,2.6,0.0
2014-07-31,2.63,100.0,2.63,2.63,2.63,0.0
2014-08-01,2.6001,950.0,2.6001,2.6001,2.6001,0.0
2014-08-04,2.657,2125.0,2.67,2.67,2.657,0.0
2014-08-05,2.5287,9854.0,2.68,2.78,2.52,0.0
2014-08-06,2.536,1415.0,2.74,2.74,2.2,0.0
2014-08-07,2.5001,19765.0,2.05,2.62,2.05,0.0
2014-08-08,2.1469,25124.0,2.5,2.61,2.1469,0.0
2014-08-11,2.3,1813.0,2.41,2.41,2.2301,0.0
2014-08-12,2.14,3010.0,2.14,2.17,2.14,0.0
2014-08-13,2.39,172.0,2.39,2.39,2.39,0.0
2014-08-14,2.25,6164.0,2.39,2.39,2.18,0.0
2014-08-15,2.14,27911.0,2.34,2.34,2.14,0.0
2014-08-18,2.171,3930.0,2.23,2.26,2.17,0.0
2014-08-19,2.18,617.0,2.21,2.23,2.18,0.0
2014-08-20,2.1917,100.0,2.1917,2.1917,2.1917,0.0
2014-08-21,2.1917,0.0,2.1917,2.1917,2.1917,0.0
2014-08-22,2.1701,2313.0,2.2,2.23,2.17,0.0
2014-08-25,2.2399,3200.0,2.2399,2.2399,2.2399,0.0
2014-08-26,2.18,1500.0,2.24,2.24,2.18,0.0
2014-08-27,2.21,600.0,2.18,2.21,2.18,0.0
2014-08-28,2.17,2100.0,2.22,2.22,2.17,0.0
2014-08-29,2.17,17315.0,2.22,2.22,2.17,0.0
2014-09-01,2.17,17315.0,2.22,2.22,2.17,1.0
2014-09-02,2.16,11500.0,2.17,2.17,2.16,0.0
2014-09-03,2.19,1350.0,2.182,2.19,2.17,0.0
2014-09-04,2.17,1300.0,2.48,2.48,2.17,0.0
2014-09-05,2.2,1300.0,2.17,2.2,2.17,0.0
2014-09-08,2.16,33266.0,2.1999,2.3601,2.12,0.0
2014-09-09,2.2,380.0,2.16,2.2,2.16,0.0
2014-09-10,2.16,771.0,2.41,2.41,2.16,0.0
2014-09-11,2.16,2555.0,2.2,2.2,2.16,0.0
2014-09-12,2.22,2216.0,2.38,2.38,2.1701,0.0
2014-09-15,2.22,0.0,2.22,2.22,2.22,0.0
2014-09-16,2.16,2634.0,2.18,2.19,2.16,0.0
2014-09-17,2.2212,1986.0,2.16,2.34,2.16,0.0
2014-09-18,2.28,3228.0,2.17,2.32,2.17,0.0
2014-09-19,2.21,674.0,2.23,2.23,2.21,0.0
2014-09-22,2.18,1635.0,2.25,2.25,2.18,0.0
2014-09-23,2.1,693.0,2.08,2.1,2.08,0.0
2014-09-24,2.31,100.0,2.31,2.31,2.31,0.0
2014-09-25,2.3,110.0,2.3,2.3,2.3,0.0
2014-09-26,2.3,3900.0,2.17,2.3,2.16,0.0
2014-09-29,2.16,2510.0,2.16,2.16,2.16,0.0
2014-09-30,2.16,200.0,2.16,2.16,2.16,0.0
2014-10-01,2.1601,361.0,2.1601,2.1601,2.1601,0.0
2014-10-02,2.17,400.0,2.16,2.17,2.16,0.0
2014-10-03,2.16,150.0,2.16,2.16,2.16,0.0
2014-10-06,2.16,4135.0,2.24,2.24,2.16,0.0
2014-10-07,2.16,3100.0,2.16,2.1601,2.16,0.0
2014-10-08,2.22,1200.0,2.16,2.22,2.16,0.0
2014-10-09,2.22,0.0,2.22,2.22,2.22,0.0
2014-10-10,2.22,0.0,2.22,2.22,2.22,0.0
2014-10-13,2.27,560.0,2.27,2.27,2.27,0.0
2014-10-14,2.16,1201.0,2.16,2.3,2.16,0.0
2014-10-15,2.14,100.0,2.14,2.14,2.14,0.0
2014-10-16,2.14,0.0,2.14,2.14,2.14,0.0
2014-10-17,2.14,0.0,2.14,2.14,2.14,0.0
2014-10-20,2.11,400.0,2.11,2.11,2.11,0.0
2014-10-21,2.17,100.0,2.17,2.17,2.17,0.0
2014-10-22,2.1601,1600.0,2.09,2.1601,2.09,0.0
2014-10-23,2.1601,0.0,2.1601,2.1601,2.1601,0.0
2014-10-24,2.1601,0.0,2.1601,2.1601,2.1601,0.0
2014-10-27,2.16,1400.0,2.16,2.16,2.16,0.0
2014-10-28,2.16,1941.0,2.16,2.16,2.16,0.0
2014-10-29,2.16,100.0,2.16,2.16,2.16,0.0
2014-10-30,2.16,0.0,2.16,2.16,2.16,0.0
2014-10-31,2.1899,1298.0,2.2,2.2,2.16,0.0
2014-11-03,2.2,101.0,2.2,2.2,2.2,0.0
2014-11-04,2.24,30043.0,2.2,2.24,2.03,0.0
2014-11-05,2.54,37587.0,2.22,2.9,2.16,0.0
2014-11-06,2.23,27520.0,2.6,2.77,2.16,0.0
2014-11-07,2.55,3278.0,2.38,2.6095,2.38,0.0
2014-11-10,2.59,4318.0,2.63,2.65,2.3,0.0
2014-11-11,2.57,11623.0,2.5,2.57,2.36,0.0
2014-11-12,2.4,150.0,2.4,2.4,2.4,0.0
